date,crop,mandi,arrival_tonnes,min_price,max_price,model_price,weather
2025-10-31,Mustard,Lucknow,420.04,1033,1499,1361,Rainy
2025-09-26,Rice,Bhopal,235.76,1042,1505,1122,Sunny
2025-07-05,Wheat,Bhopal,348.5,1457,1859,1519,Sunny
2025-07-22,Onion,Jaipur,457.22,1577,2270,1735,Humid
2025-09-17,Wheat,Indore,318.87,1390,1509,1436,Sunny
2025-08-17,Potato,Kanpur,349.11,903,1638,1508,Foggy
2025-12-26,Maize,Lucknow,176.29,918,1505,1333,Foggy
2025-03-15,Maize,Lucknow,147.67,1457,1897,1587,Humid
2025-01-24,Potato,Jaipur,356.85,2363,2855,2555,Rainy
2025-10-07,Rice,Lucknow,465.67,2086,2337,2189,Foggy
2025-11-21,Mustard,Kanpur,357.61,1768,1938,1807,Cloudy
2025-07-21,Onion,Delhi,400.47,2050,2382,2087,Foggy
2025-08-07,Rice,Indore,58.68,1210,1854,1265,Cloudy
2025-11-12,Mustard,Delhi,442.32,1929,2451,2152,Rainy
2025-02-16,Rice,Kanpur,170.81,1745,2028,1918,Cloudy
2025-01-09,Onion,Lucknow,461.84,1403,1986,1800,Sunny
2025-01-06,Mustard,Kanpur,200.35,2166,2815,2700,Foggy
2025-01-31,Potato,Indore,330.59,1484,1823,1486,Sunny
2025-12-26,Potato,Lucknow,166.14,896,1275,935,Foggy
2025-10-12,Rice,Bhopal,414.49,885,1659,1556,Rainy
2025-07-31,Onion,Jaipur,62.85,1801,2169,2006,Humid
2025-09-01,Mustard,Delhi,473.21,1914,2218,2010,Cloudy
2025-06-13,Mustard,Indore,256.1,2176,2451,2402,Rainy
2025-07-15,Onion,Lucknow,497.02,1601,2359,1988,Rainy
2025-02-07,Rice,Bhopal,480.41,2042,2221,2188,Rainy
2025-07-22,Maize,Indore,497.22,963,1685,1549,Humid
2025-04-19,Wheat,Lucknow,144.34,1126,1532,1441,Sunny
2025-07-18,Maize,Bhopal,96.42,2202,2860,2378,Foggy
2025-01-08,Onion,Kanpur,108.02,2176,2745,2338,Rainy
2025-08-06,Rice,Indore,301.31,2342,2683,2673,Cloudy
2025-02-28,Wheat,Jaipur,383.74,1971,2127,1994,Rainy
2025-12-01,Mustard,Bhopal,412.98,2444,3102,3099,Foggy
2025-05-18,Maize,Delhi,130.48,2172,2827,2474,Foggy
2025-12-01,Maize,Kanpur,427.74,889,1050,916,Foggy
2025-05-24,Mustard,Bhopal,79.04,1515,1665,1520,Rainy
2025-09-04,Maize,Indore,67.76,1628,2117,1893,Foggy
2025-12-17,Maize,Jaipur,427.93,1362,2054,1723,Foggy
2025-06-09,Onion,Kanpur,260.21,2087,2644,2297,Humid
2025-02-20,Mustard,Lucknow,416.43,2287,2746,2393,Cloudy
2025-10-15,Onion,Kanpur,108.21,1238,1973,1691,Sunny
2025-04-23,Potato,Delhi,70.18,1543,1752,1647,Sunny
2025-03-15,Mustard,Indore,465.55,2430,2654,2528,Humid
2025-11-03,Mustard,Delhi,260.94,1603,1739,1621,Cloudy
2025-10-15,Rice,Bhopal,311.29,932,1375,1091,Rainy
2025-10-13,Maize,Delhi,342.04,2476,2678,2501,Foggy
2025-12-06,Onion,Delhi,211.61,1813,2422,2007,Rainy
2025-04-14,Potato,Indore,22.01,983,1279,1194,Humid
2025-09-20,Mustard,Lucknow,170.9,803,1308,950,Foggy
2025-02-03,Rice,Delhi,166.4,2377,2873,2461,Foggy
2025-12-01,Wheat,Kanpur,277.53,2251,2550,2424,Cloudy
2025-02-02,Rice,Kanpur,20.93,868,1065,930,Foggy
2025-07-25,Potato,Kanpur,489.29,1620,2146,2071,Rainy
2025-03-10,Wheat,Jaipur,311.37,1910,2630,2153,Humid
2025-09-05,Maize,Delhi,113.92,1326,1711,1338,Cloudy
2025-05-03,Mustard,Indore,443.23,1421,2135,1725,Foggy
2025-08-27,Onion,Kanpur,171.45,1563,1922,1725,Foggy
2025-02-17,Wheat,Kanpur,341.29,1386,1829,1664,Cloudy
2025-09-18,Mustard,Lucknow,135.13,2337,2582,2532,Cloudy
2025-07-09,Potato,Bhopal,49.73,1104,1681,1502,Humid
2025-02-22,Onion,Bhopal,367.75,1152,1273,1244,Sunny
2025-03-24,Wheat,Delhi,294.49,1695,1811,1738,Foggy
2025-10-16,Onion,Delhi,243.08,1803,2382,1878,Rainy
2025-01-31,Rice,Bhopal,126.39,1752,2222,2033,Humid
2025-08-01,Rice,Jaipur,127.64,2385,2995,2937,Cloudy
2025-08-07,Potato,Lucknow,455.61,1512,1865,1575,Foggy
2025-12-25,Potato,Indore,477.52,1497,1668,1595,Cloudy
2025-01-28,Mustard,Delhi,46.13,1912,2405,2146,Foggy
2025-10-24,Rice,Indore,378.1,2330,3000,2555,Humid
2025-08-25,Mustard,Jaipur,175.97,1898,2172,2166,Sunny
2025-07-03,Rice,Kanpur,460.29,2148,2780,2460,Cloudy
2025-09-28,Wheat,Jaipur,90.42,1326,1814,1460,Sunny
2025-12-28,Onion,Lucknow,436.1,1486,2203,2097,Humid
2025-03-01,Mustard,Kanpur,481.3,1607,1822,1807,Sunny
2025-06-22,Onion,Jaipur,380.05,1509,1626,1544,Sunny
2025-12-23,Potato,Indore,169.14,1827,2065,1976,Rainy
2025-11-18,Potato,Jaipur,482.44,1729,1987,1824,Humid
2025-12-18,Rice,Delhi,183.05,2181,2496,2350,Humid
2025-05-10,Wheat,Indore,344.3,1050,1212,1115,Rainy
2025-03-29,Mustard,Kanpur,12.55,2250,2745,2260,Sunny
2025-04-23,Mustard,Jaipur,77.66,2212,2678,2382,Sunny
2025-01-27,Onion,Indore,28.54,1629,2418,2119,Foggy
2025-02-11,Wheat,Lucknow,70.96,1258,1839,1381,Rainy
2025-05-02,Rice,Kanpur,267.23,1232,1481,1341,Cloudy
2025-04-24,Wheat,Jaipur,200.14,1151,1377,1155,Cloudy
2025-05-18,Onion,Kanpur,139.32,1619,1866,1635,Foggy
2025-07-02,Mustard,Jaipur,77.88,1872,2013,1965,Cloudy
2025-09-18,Onion,Indore,479.84,989,1608,1352,Humid
2025-02-24,Wheat,Indore,116.48,1435,1657,1523,Humid
2025-09-06,Mustard,Lucknow,378.15,1009,1434,1356,Cloudy
2025-01-01,Mustard,Bhopal,434.64,1140,1810,1408,Humid
2025-06-26,Onion,Delhi,156.53,2020,2129,2059,Cloudy
2025-07-03,Onion,Jaipur,192.04,1582,1877,1603,Foggy
2025-06-25,Mustard,Delhi,89.77,829,1276,1230,Humid
2025-12-30,Mustard,Lucknow,194.01,1446,1702,1578,Rainy
2025-04-21,Onion,Kanpur,129.77,1145,1505,1492,Sunny
2025-07-13,Potato,Lucknow,286.5,1998,2581,2027,Rainy
2025-06-13,Mustard,Indore,172.91,2032,2660,2150,Foggy
2025-12-13,Maize,Kanpur,63.73,1764,1954,1884,Cloudy
2025-10-22,Wheat,Jaipur,305.76,1593,2009,1720,Rainy
2025-06-25,Rice,Lucknow,17.19,1952,2594,2314,Foggy
2025-07-26,Wheat,Kanpur,219.97,1363,1698,1427,Rainy
2025-04-17,Onion,Kanpur,383.09,1265,1521,1315,Rainy
2025-11-02,Rice,Indore,391.73,1747,2462,2196,Rainy
2025-12-18,Maize,Delhi,271.9,2209,2909,2883,Cloudy
2025-07-04,Mustard,Bhopal,317.46,1558,1914,1866,Sunny
2025-10-04,Mustard,Jaipur,280.44,991,1099,997,Foggy
2025-06-30,Onion,Kanpur,59.96,1244,1746,1406,Cloudy
2025-06-09,Potato,Lucknow,290.5,1324,1913,1353,Cloudy
2025-06-18,Maize,Indore,420.19,1209,1715,1319,Cloudy
2025-05-03,Mustard,Jaipur,373.01,2277,3008,2972,Humid
2025-10-21,Mustard,Indore,310.03,2321,2439,2345,Cloudy
2025-07-05,Potato,Jaipur,364.64,2405,2724,2720,Cloudy
2025-08-28,Wheat,Indore,347.56,1220,1803,1493,Sunny
2025-06-11,Onion,Kanpur,107.1,1255,1530,1513,Humid
2025-02-16,Wheat,Kanpur,193.15,1841,2409,2059,Rainy
2025-11-25,Rice,Jaipur,277.38,1287,1954,1722,Humid
2025-02-07,Onion,Delhi,306.09,1667,2106,1960,Humid
2025-12-15,Onion,Lucknow,397.6,863,1124,1093,Humid
2025-02-13,Potato,Delhi,65.34,971,1618,1579,Humid
2025-11-21,Mustard,Bhopal,97.04,2410,2584,2560,Rainy
2025-10-08,Onion,Bhopal,161.68,1033,1734,1438,Sunny
2025-02-04,Onion,Jaipur,61.28,1706,1955,1736,Humid
2025-01-29,Rice,Lucknow,61.45,1347,1897,1809,Cloudy
2025-01-01,Rice,Bhopal,51.93,2292,2985,2459,Rainy
2025-11-21,Maize,Kanpur,391.01,1827,1964,1877,Sunny
2025-07-10,Onion,Kanpur,89.41,1877,2584,2433,Rainy
2025-11-20,Rice,Lucknow,244.41,1161,1899,1896,Sunny
2025-04-24,Potato,Jaipur,311.98,1147,1640,1584,Cloudy
2025-11-28,Potato,Jaipur,105.74,1912,2289,2224,Foggy
2025-01-24,Maize,Kanpur,446.57,1571,1969,1844,Foggy
2025-09-09,Maize,Kanpur,430.95,2374,3014,2702,Rainy
2025-11-26,Maize,Bhopal,41.76,1401,2027,1920,Humid
2025-03-09,Onion,Jaipur,419.52,1686,1826,1724,Sunny
2025-01-12,Wheat,Lucknow,447.95,853,1520,1420,Rainy
2025-05-27,Mustard,Indore,56.79,1294,1652,1387,Foggy
2025-01-16,Maize,Bhopal,82.17,2311,2774,2624,Rainy
2025-08-21,Maize,Kanpur,325.87,2282,2529,2441,Humid
2025-02-05,Potato,Lucknow,95.11,2465,3019,2519,Foggy
2025-08-29,Potato,Bhopal,188.99,1356,1465,1443,Humid
2025-06-09,Maize,Lucknow,196.92,1525,2054,2048,Sunny
2025-05-16,Mustard,Kanpur,197.75,1160,1361,1285,Cloudy
2025-12-15,Mustard,Kanpur,476.27,2007,2468,2437,Cloudy
2025-11-18,Mustard,Jaipur,462.87,2314,2649,2599,Cloudy
2025-04-16,Potato,Jaipur,141.9,1668,2218,1887,Humid
2025-05-02,Potato,Jaipur,319.1,1531,2113,1923,Rainy
2025-03-05,Mustard,Bhopal,133.85,1216,1839,1230,Foggy
2025-02-22,Rice,Jaipur,38.98,2299,2681,2475,Humid
2025-12-23,Onion,Delhi,266.42,1591,1773,1707,Sunny
2025-08-02,Wheat,Indore,281.42,2360,2542,2447,Foggy
2025-05-30,Wheat,Bhopal,171.79,1947,2735,2143,Cloudy
2025-04-16,Mustard,Delhi,261.54,2470,3001,2844,Rainy
2025-05-25,Rice,Delhi,136.25,1584,1900,1712,Foggy
2025-01-17,Mustard,Jaipur,216.72,2282,2644,2359,Foggy
2025-05-24,Mustard,Kanpur,432.38,1921,2162,1979,Sunny
2025-10-21,Potato,Indore,437.83,2341,3002,2642,Humid
2025-12-26,Rice,Jaipur,416.95,914,1497,1432,Cloudy
2025-08-07,Onion,Jaipur,200.37,1161,1650,1483,Rainy
2025-10-08,Rice,Delhi,466.75,2436,2786,2637,Foggy
2025-05-01,Maize,Indore,238.36,1140,1655,1645,Sunny
2025-04-17,Wheat,Delhi,195.34,1251,1924,1751,Foggy
2025-04-02,Maize,Lucknow,489.82,1812,2466,1824,Rainy
2025-04-27,Mustard,Indore,319.47,2154,2602,2463,Sunny
2025-03-10,Potato,Delhi,400.83,1190,1633,1381,Rainy
2025-09-05,Potato,Kanpur,16.17,2162,2707,2168,Rainy
2025-10-04,Maize,Indore,30.12,2444,2862,2651,Cloudy
2025-10-01,Maize,Indore,271.02,1998,2283,2165,Humid
2025-01-04,Onion,Jaipur,245.29,2307,2577,2311,Cloudy
2025-03-28,Wheat,Bhopal,365.04,1968,2121,2056,Humid
2025-08-21,Onion,Bhopal,331.42,2129,2898,2282,Cloudy
2025-08-05,Maize,Kanpur,389.77,1688,2071,1688,Rainy
2025-09-29,Potato,Kanpur,262.0,1978,2256,2094,Foggy
2025-01-05,Wheat,Jaipur,436.41,1963,2423,2258,Cloudy
2025-06-23,Mustard,Indore,302.09,1867,2199,1909,Cloudy
2025-12-21,Potato,Lucknow,236.68,836,1457,1002,Sunny
2025-04-09,Wheat,Bhopal,376.26,2463,3029,2781,Sunny
2025-04-19,Wheat,Jaipur,419.95,1221,1888,1797,Rainy
2025-12-30,Mustard,Kanpur,259.35,1793,2299,1840,Cloudy
2025-03-05,Onion,Indore,132.73,2415,2652,2494,Humid
2025-08-08,Mustard,Jaipur,491.71,1195,1847,1573,Sunny
2025-01-20,Onion,Bhopal,489.84,2058,2286,2083,Foggy
2025-07-13,Maize,Bhopal,161.14,1113,1473,1467,Foggy
2025-06-19,Maize,Jaipur,145.76,1717,2273,2079,Rainy
2025-04-06,Maize,Bhopal,358.01,1253,1969,1834,Humid
2025-03-04,Mustard,Jaipur,243.53,1156,1778,1641,Humid
2025-03-18,Onion,Lucknow,328.04,2057,2251,2139,Cloudy
2025-12-18,Onion,Kanpur,424.62,2189,2480,2249,Cloudy
2025-04-20,Rice,Indore,175.62,997,1427,1089,Foggy
2025-02-11,Rice,Kanpur,285.63,1529,1858,1634,Cloudy
2025-08-07,Mustard,Delhi,408.44,847,1475,1399,Sunny
2025-11-06,Potato,Lucknow,448.53,1421,1618,1495,Foggy
2025-02-22,Wheat,Jaipur,384.95,1459,2210,1810,Foggy
2025-06-01,Onion,Lucknow,245.11,1724,1865,1747,Cloudy
2025-11-18,Potato,Jaipur,443.49,2313,2727,2340,Rainy
2025-11-29,Rice,Kanpur,261.86,1968,2523,2051,Rainy
2025-11-12,Potato,Jaipur,247.87,1615,2408,1838,Cloudy
2025-03-03,Rice,Delhi,190.02,1355,1549,1440,Humid
2025-05-06,Potato,Bhopal,248.8,1893,2160,2073,Sunny
2025-07-10,Potato,Bhopal,320.29,1723,2122,1875,Cloudy
2025-06-13,Rice,Delhi,336.12,2021,2147,2101,Humid
2025-01-08,Rice,Kanpur,341.91,1284,1573,1378,Rainy
2025-05-29,Mustard,Lucknow,55.43,1107,1820,1275,Humid
2025-12-19,Potato,Lucknow,387.9,1478,2241,1596,Rainy
2025-02-25,Potato,Bhopal,30.36,2164,2589,2574,Humid
2025-01-12,Onion,Bhopal,90.53,1084,1430,1270,Cloudy
2025-01-29,Onion,Kanpur,423.13,1831,2356,2194,Rainy
2025-08-25,Potato,Kanpur,106.89,1385,1766,1666,Sunny
2025-05-25,Mustard,Jaipur,34.37,885,1143,934,Sunny
2025-04-10,Wheat,Bhopal,435.94,1701,2258,1961,Sunny
2025-10-15,Onion,Indore,451.43,1341,1780,1437,Foggy
2025-10-16,Wheat,Delhi,315.23,2448,2861,2696,Cloudy
2025-03-07,Potato,Bhopal,123.93,1114,1441,1377,Sunny
2025-04-10,Mustard,Lucknow,61.89,949,1345,1303,Foggy
2025-02-26,Maize,Lucknow,196.76,1238,1694,1456,Rainy
2025-08-05,Maize,Lucknow,482.9,828,1550,1259,Cloudy
2025-11-01,Mustard,Delhi,54.19,986,1328,1262,Humid
2025-05-23,Rice,Indore,135.18,1349,2071,1724,Humid
2025-08-30,Onion,Lucknow,481.77,1461,2078,2003,Humid
2025-01-15,Onion,Lucknow,293.16,2264,2761,2550,Cloudy
2025-03-16,Mustard,Jaipur,392.01,1993,2605,2102,Cloudy
2025-08-31,Mustard,Bhopal,63.9,1062,1668,1226,Rainy
2025-07-23,Maize,Bhopal,128.71,876,1432,1214,Humid
2025-03-03,Wheat,Bhopal,383.65,2398,2955,2936,Humid
2025-02-08,Wheat,Lucknow,348.51,848,1323,1237,Cloudy
2025-10-27,Maize,Kanpur,230.47,2154,2912,2656,Humid
2025-08-17,Wheat,Jaipur,271.48,2492,2603,2507,Rainy
2025-12-19,Wheat,Bhopal,244.74,1731,2528,1906,Rainy
2025-07-14,Maize,Indore,444.46,2382,2655,2466,Sunny
2025-04-30,Rice,Bhopal,400.53,1930,2677,2414,Foggy
2025-12-20,Wheat,Indore,449.9,2471,3018,2952,Rainy
2025-08-02,Potato,Indore,195.92,2415,2980,2774,Sunny
2025-08-16,Onion,Kanpur,475.55,1584,2216,2057,Humid
2025-10-15,Onion,Delhi,408.54,1291,1887,1666,Rainy
2025-05-25,Potato,Delhi,174.67,1249,1421,1402,Rainy
2025-10-08,Wheat,Jaipur,144.15,1275,1754,1661,Foggy
2025-06-09,Rice,Jaipur,35.7,2083,2575,2266,Rainy
2025-03-05,Mustard,Kanpur,207.66,2405,2873,2722,Sunny
2025-06-18,Mustard,Bhopal,441.83,1607,2166,2062,Foggy
2025-05-18,Potato,Delhi,77.95,2452,2573,2527,Humid
2025-06-15,Rice,Delhi,166.14,2370,2512,2442,Sunny
2025-09-17,Maize,Jaipur,176.62,2015,2237,2019,Humid
2025-11-02,Mustard,Bhopal,435.03,1931,2171,1982,Sunny
2025-11-20,Onion,Lucknow,275.36,832,1535,1219,Humid
2025-02-11,Maize,Lucknow,401.4,879,1102,1048,Rainy
2025-09-13,Maize,Bhopal,489.95,1887,2407,2298,Foggy
2025-11-14,Wheat,Jaipur,434.55,1018,1779,1724,Rainy
2025-12-24,Rice,Lucknow,299.01,1759,2223,1835,Sunny
2025-03-18,Maize,Kanpur,476.94,2192,2760,2508,Cloudy
2025-12-20,Potato,Lucknow,165.32,1118,1723,1587,Foggy
2025-08-13,Mustard,Lucknow,41.56,2188,2952,2397,Humid
2025-04-01,Maize,Bhopal,253.23,2007,2665,2473,Humid
2025-08-31,Onion,Delhi,384.14,1110,1602,1214,Cloudy
2025-12-22,Onion,Kanpur,253.94,1444,1751,1515,Humid
2025-07-13,Potato,Kanpur,298.71,2056,2282,2278,Cloudy
2025-11-26,Mustard,Jaipur,453.38,1152,1817,1463,Rainy
2025-04-10,Mustard,Bhopal,352.57,2035,2419,2102,Sunny
2025-08-19,Maize,Indore,172.15,2251,2403,2398,Cloudy
2025-01-30,Rice,Kanpur,67.43,1491,1653,1521,Rainy
2025-12-24,Onion,Lucknow,196.21,904,1140,1056,Sunny
2025-03-03,Potato,Jaipur,397.51,1236,1357,1280,Foggy
2025-07-07,Onion,Delhi,460.01,1734,2225,2180,Rainy
2025-12-01,Mustard,Jaipur,117.82,2272,2496,2445,Foggy
2025-11-23,Wheat,Kanpur,351.89,2385,2572,2410,Cloudy
2025-05-24,Wheat,Lucknow,179.59,1940,2663,1940,Sunny
2025-06-24,Maize,Jaipur,250.22,1428,1684,1597,Rainy
2025-11-12,Onion,Indore,344.19,1047,1279,1084,Humid
2025-12-08,Wheat,Indore,176.51,1823,1928,1882,Rainy
2025-01-15,Potato,Kanpur,212.13,1967,2400,2101,Foggy
2025-10-02,Mustard,Kanpur,195.77,2091,2426,2223,Cloudy
2025-11-17,Onion,Bhopal,446.48,1605,1913,1680,Humid
2025-01-12,Onion,Delhi,293.47,1579,2109,1788,Sunny
2025-01-02,Maize,Jaipur,423.14,1853,2222,2161,Foggy
2025-04-27,Wheat,Kanpur,141.94,1175,1498,1234,Cloudy
2025-05-18,Wheat,Indore,74.44,1999,2453,2163,Humid
2025-10-30,Potato,Indore,296.71,1908,2305,2088,Sunny
2025-10-13,Potato,Kanpur,266.05,1175,1892,1667,Cloudy
2025-12-10,Maize,Jaipur,492.4,2232,2837,2586,Sunny
2025-11-13,Wheat,Jaipur,422.0,2149,2793,2234,Sunny
2025-07-29,Wheat,Kanpur,300.65,936,1726,1065,Rainy
2025-06-17,Maize,Lucknow,279.24,2027,2570,2095,Rainy
2025-05-15,Mustard,Kanpur,229.0,2117,2442,2319,Cloudy
2025-09-30,Rice,Lucknow,264.44,1935,2105,2104,Humid
2025-11-03,Mustard,Bhopal,478.48,2360,2897,2584,Humid
2025-03-15,Mustard,Delhi,291.64,1122,1623,1181,Rainy
2025-07-13,Rice,Jaipur,446.41,983,1265,1149,Foggy
2025-11-09,Onion,Jaipur,293.51,2451,3209,2681,Rainy
2025-01-16,Maize,Delhi,430.76,2036,2475,2054,Sunny
2025-10-03,Onion,Kanpur,198.18,1787,2400,2033,Humid
2025-08-22,Potato,Jaipur,394.97,1214,1658,1578,Sunny
2025-12-20,Wheat,Jaipur,243.32,1625,2287,1640,Cloudy
2025-05-09,Wheat,Jaipur,125.83,2193,2454,2221,Humid
2025-04-07,Rice,Bhopal,311.62,2162,2549,2285,Humid
2025-09-15,Rice,Jaipur,373.74,2119,2461,2146,Cloudy
2025-05-11,Wheat,Bhopal,401.45,1875,2391,2091,Cloudy
2025-02-23,Onion,Lucknow,179.71,1233,1683,1382,Humid
2025-01-12,Onion,Indore,146.03,2453,2593,2562,Foggy
2025-05-24,Onion,Delhi,429.82,2445,3166,2663,Humid
2025-05-16,Maize,Jaipur,460.07,2051,2274,2268,Rainy
2025-09-12,Mustard,Lucknow,121.16,2117,2333,2185,Sunny
2025-11-16,Mustard,Kanpur,339.1,1875,2242,2178,Rainy
2025-11-19,Mustard,Indore,177.83,1752,1988,1803,Cloudy
2025-09-03,Maize,Jaipur,72.74,1279,1785,1569,Humid
2025-05-24,Rice,Delhi,11.18,854,1414,1074,Rainy
2025-09-27,Mustard,Delhi,279.82,2171,2840,2779,Foggy
2025-09-11,Maize,Kanpur,236.17,2498,3196,3086,Foggy
2025-01-04,Rice,Indore,448.54,972,1128,1080,Rainy
2025-06-25,Maize,Jaipur,74.66,1829,2337,2020,Foggy
2025-10-25,Onion,Jaipur,325.16,1773,2335,2106,Sunny
2025-06-15,Rice,Lucknow,248.99,2153,2491,2442,Rainy
2025-08-10,Wheat,Lucknow,85.4,1394,1734,1515,Cloudy
2025-04-22,Wheat,Kanpur,462.54,1603,1801,1775,Sunny
2025-05-06,Mustard,Lucknow,213.4,1562,2269,1941,Rainy
2025-08-30,Potato,Delhi,139.61,1038,1286,1098,Foggy
2025-11-29,Rice,Lucknow,238.32,1479,2243,1560,Sunny
2025-05-05,Rice,Jaipur,417.73,2249,2652,2569,Foggy
2025-12-03,Potato,Delhi,83.44,1800,2093,1870,Cloudy
2025-12-28,Potato,Jaipur,381.44,1844,2637,2319,Cloudy
2025-11-24,Mustard,Jaipur,71.21,1878,2494,2293,Cloudy
2025-09-08,Potato,Indore,316.37,1619,2009,1659,Sunny
2025-06-24,Mustard,Jaipur,228.14,1740,1925,1886,Sunny
2025-04-29,Potato,Indore,48.68,1705,2113,1842,Cloudy
2025-11-04,Maize,Jaipur,315.41,1105,1307,1279,Foggy
2025-03-01,Rice,Indore,334.08,2352,3139,2906,Foggy
2025-10-16,Maize,Jaipur,384.43,2021,2621,2318,Sunny
2025-10-21,Rice,Indore,409.45,1103,1309,1288,Sunny
2025-03-05,Mustard,Jaipur,332.32,978,1228,1006,Rainy
2025-10-23,Potato,Delhi,192.64,1405,1949,1503,Humid
2025-06-07,Mustard,Indore,323.87,2354,2715,2432,Sunny
2025-08-13,Mustard,Jaipur,90.99,1291,1471,1305,Sunny
2025-04-20,Potato,Delhi,71.75,918,1040,1003,Sunny
2025-12-26,Potato,Jaipur,402.19,2121,2374,2306,Cloudy
2025-07-12,Potato,Bhopal,414.79,2456,3098,2661,Sunny
2025-09-01,Mustard,Jaipur,179.58,1864,2501,2050,Rainy
2025-05-01,Wheat,Lucknow,123.52,2107,2739,2107,Sunny
2025-06-25,Mustard,Lucknow,309.83,1716,2212,1856,Sunny
2025-12-05,Wheat,Jaipur,243.38,837,1557,1293,Humid
2025-09-23,Mustard,Indore,89.5,1999,2692,2360,Rainy
2025-03-10,Mustard,Indore,165.24,828,1244,1110,Cloudy
2025-03-12,Mustard,Lucknow,256.38,2261,2795,2776,Rainy
2025-08-23,Maize,Delhi,292.93,2113,2720,2676,Foggy
2025-06-22,Potato,Indore,233.23,828,962,843,Rainy
2025-08-02,Rice,Delhi,234.39,912,1376,1334,Humid
2025-10-23,Maize,Bhopal,453.19,2499,3154,2614,Foggy
2025-08-16,Potato,Jaipur,110.15,1722,2237,1803,Foggy
2025-04-25,Rice,Delhi,87.85,997,1449,1116,Humid
2025-05-04,Maize,Lucknow,255.98,2131,2383,2165,Foggy
2025-11-13,Wheat,Kanpur,264.35,1824,2396,2267,Sunny
2025-06-13,Mustard,Indore,314.48,2204,2842,2455,Cloudy
2025-01-03,Rice,Jaipur,439.15,2492,2800,2649,Sunny
2025-07-16,Onion,Lucknow,349.06,1948,2079,1991,Foggy
2025-09-02,Onion,Delhi,92.27,1520,1956,1905,Sunny
2025-10-13,Rice,Delhi,24.57,1125,1905,1310,Cloudy
2025-08-28,Onion,Indore,25.51,959,1188,1131,Sunny
2025-03-08,Rice,Lucknow,253.22,2499,2755,2683,Foggy
2025-03-13,Potato,Bhopal,337.3,2496,3144,2722,Sunny
2025-07-07,Maize,Jaipur,110.53,1173,1336,1223,Cloudy
2025-11-26,Onion,Indore,29.15,1279,1550,1401,Foggy
2025-02-24,Onion,Lucknow,116.08,1041,1322,1208,Cloudy
2025-10-06,Rice,Bhopal,449.34,1602,2363,1773,Cloudy
2025-12-22,Potato,Delhi,478.91,1801,2417,1894,Foggy
2025-05-25,Rice,Kanpur,200.04,1809,2383,2274,Cloudy
2025-08-30,Maize,Kanpur,183.39,1982,2475,2050,Humid
2025-08-03,Wheat,Indore,273.98,893,1614,1590,Foggy
2025-03-09,Wheat,Lucknow,281.32,1074,1651,1246,Sunny
2025-05-21,Potato,Kanpur,220.79,1966,2658,2377,Rainy
2025-11-19,Onion,Kanpur,369.23,2069,2529,2448,Foggy
2025-02-16,Wheat,Lucknow,371.94,863,992,897,Foggy
2025-02-28,Mustard,Bhopal,75.35,2220,2480,2242,Humid
2025-07-29,Wheat,Indore,302.74,2047,2765,2248,Rainy
2025-04-19,Onion,Jaipur,323.32,1340,1668,1399,Humid
2025-06-01,Onion,Delhi,13.92,2500,3045,2616,Cloudy
2025-02-24,Potato,Bhopal,59.49,2297,2602,2415,Humid
2025-02-11,Potato,Bhopal,82.27,2048,2291,2076,Cloudy
2025-02-05,Maize,Jaipur,280.59,2385,3141,2623,Cloudy
2025-06-14,Maize,Delhi,385.53,1116,1380,1279,Foggy
2025-04-16,Mustard,Bhopal,490.74,2277,2561,2440,Cloudy
2025-05-11,Onion,Kanpur,45.11,1664,2182,2107,Humid
2025-12-08,Wheat,Indore,74.13,2010,2577,2017,Humid
2025-05-15,Potato,Jaipur,344.05,1513,2087,2002,Cloudy
2025-10-10,Maize,Bhopal,348.31,2066,2739,2121,Foggy
2025-05-01,Maize,Kanpur,242.28,1766,2088,1963,Cloudy
2025-12-02,Onion,Jaipur,377.59,1563,2257,1964,Humid
2025-09-30,Wheat,Kanpur,471.47,1132,1368,1271,Humid
2025-03-01,Potato,Kanpur,436.28,1951,2150,2012,Sunny
2025-09-08,Potato,Lucknow,164.17,1711,2225,2212,Rainy
2025-04-24,Rice,Jaipur,38.9,2122,2782,2713,Humid
2025-06-06,Mustard,Lucknow,349.88,1838,2343,2018,Cloudy
2025-08-04,Rice,Indore,161.97,2245,2370,2332,Cloudy
2025-12-01,Onion,Jaipur,142.26,1783,2125,1798,Rainy
2025-05-12,Potato,Delhi,243.71,1442,2087,1785,Rainy
2025-12-05,Wheat,Lucknow,124.05,1700,2412,1899,Sunny
2025-01-11,Potato,Bhopal,296.57,1750,2434,2010,Foggy
2025-04-19,Maize,Kanpur,191.51,2034,2230,2230,Rainy
2025-03-19,Wheat,Lucknow,83.04,2084,2655,2106,Humid
2025-11-15,Rice,Indore,271.53,1336,1756,1499,Humid
2025-12-11,Mustard,Lucknow,91.89,842,1136,869,Rainy
2025-12-27,Potato,Delhi,111.81,1148,1807,1635,Sunny
2025-07-10,Rice,Lucknow,248.52,2199,2759,2441,Humid
2025-11-25,Onion,Delhi,316.46,2412,3115,2639,Humid
2025-02-08,Wheat,Bhopal,127.97,1857,2420,2416,Humid
2025-03-16,Maize,Bhopal,399.2,2337,2818,2769,Humid
2025-06-20,Potato,Jaipur,299.84,1062,1715,1681,Foggy
